cliente_id,idade,sexo,tempo_contrato_meses,servico_internet,tipo_contrato,valor_mensal,total_gasto,num_servicos,dependentes,fatura_online,seguro_dispositivo,suporte_tecnico,churn
C1554,39,Feminino,51,DSL,Mensal,33.52,1659.57,4,Não,Sim,Não,Sim,Não
C1555,66,Feminino,15,DSL,Mensal,87.55,1416.07,2,Não,Sim,Não,Não,Não
C1556,69,Feminino,68,Fibra,Anual,59.6,3781.97,2,Não,Sim,Sim,Não,Não
C1557,59,Feminino,21,Fibra,Mensal,33.3,650.28,3,Não,Não,Sim,Não,Não
C1558,23,Masculino,13,Fibra,Anual,35.87,473.48,2,Sim,Sim,Sim,Não,Sim
C1559,32,Feminino,19,Fibra,Anual,114.93,2252.45,2,Não,Sim,Não,Não,Não
C1560,71,Masculino,34,DSL,Mensal,107.96,3446.45,4,Não,Sim,Não,Sim,Sim
C1561,60,Feminino,68,Fibra,Mensal,110.7,7363.07,1,Não,Sim,Não,Sim,Sim
C1562,77,Masculino,52,Não tem,Anual,119.15,6749.16,1,Sim,Sim,Não,Não,Não
C1563,54,Feminino,27,Não tem,Anual,40.83,1046.54,3,Não,Sim,,Sim,Não
C1564,50,Masculino,29,DSL,Anual,55.54,1664.89,4,Não,Sim,Não,Sim,Sim
C1565,25,Feminino,28,DSL,Anual,86.92,2550.65,1,Sim,Sim,Não,Não,Não
C1566,70,Masculino,35,Não tem,Anual,68.38,2368.47,4,Não,Sim,Sim,Não,Sim
C1567,77,Feminino,8,Fibra,Bianual,61.84,538.01,1,Sim,Não,Não,Sim,Não
C1568,61,Masculino,16,DSL,Mensal,55.78,934.72,4,Sim,Não,Não,Não,Não
C1569,61,Feminino,36,Fibra,Mensal,79.38,2833.63,3,Não,Não,Não,Não,Não
C1570,22,Masculino,30,DSL,Mensal,77.56,2359.07,2,Não,Sim,Não,Sim,Não
C1571,56,Masculino,18,Fibra,Mensal,36.15,675.77,3,Não,Sim,Sim,Não,Não
C1572,21,Feminino,2,Não tem,Mensal,67.17,136.82,1,Sim,Sim,Sim,Não,Não
C1573,23,Feminino,49,Não tem,Mensal,75.35,3971.79,3,Não,Não,Não,Não,Não
C1574,62,Masculino,4,Fibra,Bianual,77.03,299.3,2,Sim,Não,Sim,Não,Não
C1575,49,Feminino,7,Fibra,Mensal,41.01,275.58,3,Sim,Não,Não,,Não
C1576,69,Masculino,39,Não tem,Mensal,94.23,3464.64,1,Sim,Sim,Não,Não,Não
C1577,47,Masculino,13,Fibra,Mensal,22.52,265.7,1,Não,Sim,Não,Sim,Não
C1578,64,Masculino,31,Não tem,Mensal,55.48,1562.69,3,Não,Sim,Não,Não,Sim
C1579,52,Feminino,71,DSL,Mensal,98.02,7474.49,2,Não,Sim,Não,Não,Sim
C1580,72,Masculino,63,Fibra,Mensal,76.39,4984.28,3,Não,Sim,Não,,Não
C1581,57,Masculino,56,Fibra,Mensal,46.12,2665.64,2,Sim,Não,Não,Sim,Não
C1582,69,Feminino,42,Fibra,Anual,89.5,3845.19,4,Não,Sim,Sim,Sim,Não
C1583,33,Feminino,61,DSL,Anual,76.74,5008.09,2,Não,Sim,Sim,Sim,Não
C1584,30,Feminino,42,Fibra,Anual,99.62,4167.53,4,Não,Sim,Sim,Não,Não
C1585,67,Feminino,56,DSL,Anual,93.5,5623.89,3,Sim,Não,Sim,Sim,Sim
C1586,77,Masculino,36,Fibra,Mensal,81.01,2834.38,2,Não,Sim,Sim,Não,Não
C1587,59,Masculino,68,DSL,Anual,68.82,5079.14,4,Não,Sim,Sim,Sim,Não
C1588,47,Masculino,7,Não tem,Anual,33.32,242.51,4,Não,Não,Não,Não,Não
C1589,36,Masculino,54,Não tem,Mensal,46.13,2370.04,4,Não,Sim,Não,Sim,Não
C1590,34,Feminino,1,Fibra,Anual,61.91,62.7,1,Sim,Sim,Sim,Não,Sim
C1591,73,Masculino,44,Não tem,Mensal,79.93,3540.15,3,Não,Sim,Não,Não,Não
C1592,36,Masculino,45,DSL,Anual,71.37,2979.06,4,Sim,Sim,Não,Não,Não
C1593,45,Feminino,47,DSL,Bianual,48.82,2336.41,2,Não,Não,Sim,Não,Sim
C1594,75,Masculino,13,Não tem,Mensal,20.65,258.51,4,Não,Não,Não,Não,Não
C1595,72,Masculino,22,Fibra,Anual,69.62,1394.51,1,Sim,Sim,Não,Não,Não
C1596,43,Masculino,21,Fibra,Anual,48.56,1111.26,3,Não,Sim,Sim,Sim,Não
C1597,54,Masculino,9,Não tem,Bianual,93.46,864.94,1,Não,Sim,Não,Sim,Sim
C1598,43,Masculino,26,Fibra,Mensal,22.39,626.02,1,Sim,Sim,Sim,Não,Não
C1599,70,Masculino,9,Não tem,Anual,78.48,731.19,1,Não,Sim,Não,Não,Não
C1600,79,Feminino,15,Não tem,Mensal,114.15,1663.27,2,Sim,Sim,Sim,Não,Não
C1601,40,Feminino,10,Fibra,Mensal,37.44,375.35,3,Não,Sim,Não,Sim,Não
C1602,26,Masculino,42,Não tem,Mensal,67.16,2919.87,3,Não,Não,Não,,Não
C1603,29,Masculino,24,Fibra,Bianual,29.14,763.74,2,Não,Sim,Não,Sim,Não
C1604,70,Feminino,49,DSL,Anual,82.57,3846.6,3,Não,Sim,Sim,Sim,Não
C1605,18,Masculino,26,DSL,Anual,75.05,2097.64,1,Não,Sim,Não,Sim,Não
C1606,75,Masculino,37,Não tem,Bianual,60.74,2437.99,3,Não,Não,Não,Sim,Sim
C1607,75,Masculino,68,Fibra,Mensal,72.14,5072.72,2,Sim,Sim,Não,Sim,Sim
C1608,18,Feminino,50,Fibra,Mensal,109.66,5955.93,1,Não,Sim,Não,Não,Sim
C1609,64,Masculino,24,DSL,Mensal,39.63,931.69,2,Não,Sim,Não,Sim,Sim
C1610,51,Feminino,19,DSL,Mensal,22.26,461.26,4,Sim,Não,,Não,Sim
C1611,49,Masculino,60,DSL,Mensal,106.17,6628.55,1,Não,Sim,Não,Sim,Sim
C1612,79,Feminino,39,Fibra,Mensal,77.71,2753.08,1,Não,Não,Não,Não,Sim
C1613,71,Feminino,18,Fibra,Mensal,109.07,2123.02,3,Não,Não,Não,Não,Não
C1614,65,Masculino,19,Fibra,Mensal,79.69,1509.41,1,Sim,Não,Não,Sim,Sim
C1615,42,Feminino,36,Não tem,Mensal,101.02,3607.86,2,Sim,Sim,,Não,Não
C1616,57,Masculino,55,Fibra,Mensal,62.97,3509.39,3,Sim,Sim,Não,Sim,Sim
C1617,62,Feminino,69,Fibra,Bianual,94.99,6094.7,4,Não,Sim,Não,Não,Não
C1618,70,Masculino,47,Não tem,Anual,111.3,5198.84,2,Sim,Não,Sim,Sim,Não
C1619,18,Masculino,49,Fibra,Bianual,77.21,4033.84,4,Não,Sim,Não,Não,Não
C1620,33,Feminino,33,Não tem,Mensal,38.08,1134.87,4,Sim,Sim,Não,Não,Não
C1621,78,Masculino,21,DSL,Mensal,46.88,939.77,4,Não,Sim,Sim,Sim,Sim
C1622,56,Masculino,22,Não tem,Anual,39.86,789.66,1,Não,Sim,Não,Não,Não
C1623,22,Feminino,48,Fibra,Mensal,44.69,2108.96,2,Não,Sim,Sim,Sim,Não
C1624,39,Masculino,37,Fibra,Mensal,50.64,1959.24,2,Sim,Sim,Sim,Não,Não
C1625,46,Masculino,15,DSL,Mensal,75.51,1200.33,1,Não,Sim,,,Não
C1626,72,Feminino,35,Não tem,Mensal,78.8,3003.57,3,Sim,Não,Sim,Não,Não
C1627,20,Feminino,71,DSL,Mensal,62.65,4544.68,4,Não,Sim,Sim,Sim,Não
C1628,29,Masculino,32,Fibra,Mensal,81.54,2481.23,2,Não,Sim,Não,Não,Sim
C1629,43,Masculino,11,DSL,Anual,28.16,336.04,1,Sim,Sim,Sim,Não,Não
C1630,33,Feminino,10,DSL,Mensal,28.78,303.65,4,Não,Sim,Não,Sim,Sim
C1631,68,Feminino,57,DSL,Mensal,37.18,2150.81,3,Não,Não,Não,Sim,Não
C1632,54,Masculino,25,DSL,Anual,71.81,1865.49,3,Sim,Sim,Sim,Sim,Sim
C1633,39,Feminino,2,Não tem,Mensal,41.4,89.83,4,Não,Sim,Sim,Não,Sim
C1634,74,Masculino,64,DSL,Mensal,48.33,3224.51,3,Sim,Sim,Não,Sim,Não
C1635,46,Masculino,35,Fibra,Anual,60.03,2045.74,2,Não,Não,Não,Não,Não
C1636,31,Masculino,7,Fibra,Mensal,101.19,738.51,2,Não,Sim,Sim,Sim,Não
C1637,45,Masculino,18,Fibra,Mensal,21.39,349.62,2,Sim,Não,Não,Sim,Sim
C1638,22,Masculino,67,Fibra,Mensal,84.94,5561.7,3,Não,Sim,Sim,Não,Sim
C1639,64,Feminino,42,Fibra,Mensal,86.89,3581.01,2,Não,Sim,Não,Não,Não
C1640,66,Feminino,39,Fibra,Mensal,99.87,3635.4,1,Não,Sim,Sim,Não,Não
C1641,47,Feminino,41,Fibra,Anual,113.28,4201.48,2,Não,Não,Sim,Não,Não
C1642,63,Feminino,24,Fibra,Mensal,22.01,489.51,2,Não,Sim,Sim,Não,Não
C1643,79,Masculino,60,Não tem,Mensal,35.38,2188.45,3,Não,Não,Não,Sim,Não
C1644,69,Masculino,46,Não tem,Mensal,108.62,5298.6,2,Não,Sim,Não,Sim,Não
C1645,22,Masculino,19,Fibra,Mensal,65.85,1373.31,4,Não,Sim,Não,Não,Não
C1646,29,Masculino,68,Não tem,Anual,76.46,5039.52,1,Não,Sim,Sim,Não,Não
C1647,33,Feminino,42,DSL,Mensal,86.3,3696.64,3,Não,Não,Sim,Não,Não
C1648,43,Masculino,32,Fibra,Mensal,87.91,3059.07,1,Não,Sim,Sim,Sim,Não
C1649,43,Masculino,39,Fibra,Mensal,113.17,4119.72,4,Não,Não,Não,Sim,Não
C1650,65,Feminino,36,DSL,Mensal,119.69,4496.4,3,Não,Não,Não,Sim,Não
C1651,38,Feminino,36,DSL,Mensal,92.02,3481.65,3,Não,Não,Não,Não,Sim
C1652,56,Feminino,3,DSL,Anual,48.72,134.14,2,Não,Sim,,Não,Sim
C1653,53,Feminino,8,Fibra,Mensal,107.98,926.25,1,Não,Sim,Não,Não,Não
C1654,50,Masculino,70,Fibra,Mensal,24.92,1853.64,4,Não,Não,Sim,Sim,Sim
C1655,79,Masculino,41,Fibra,Mensal,43.11,1602.57,4,Sim,Sim,Não,Não,Sim
C1656,47,Feminino,68,Fibra,Anual,109.74,6852.03,3,Não,Sim,Sim,,Não
C1657,54,Masculino,13,Fibra,Mensal,45.62,539.58,2,Não,Sim,Não,Sim,Não
C1658,40,Masculino,49,Fibra,Anual,42.07,1993.3,3,Não,Sim,Sim,Não,Não
C1659,75,Masculino,60,Não tem,Anual,33.81,2032.37,3,Sim,Sim,Não,Sim,Não
C1660,27,Feminino,2,Não tem,Anual,105.91,213.19,3,Sim,Sim,Não,Sim,Não
C1661,71,Masculino,60,Fibra,Mensal,70.01,4005.41,3,Não,Sim,,Não,Não
C1662,22,Feminino,5,Não tem,Mensal,87.49,473.46,4,Não,Sim,Não,Não,Não
C1663,53,Masculino,44,Fibra,Anual,43.91,1881.14,4,Sim,Sim,Não,Não,Não
C1664,51,Masculino,27,Fibra,Bianual,95.8,2351.5,3,Não,Sim,Não,Não,Não
C1665,69,Masculino,32,Fibra,Anual,96.0,2949.26,3,Não,Sim,,Sim,Não
C1666,48,Feminino,21,DSL,Mensal,51.26,1083.16,2,Sim,Sim,Sim,,Sim
C1667,27,Masculino,8,Não tem,Mensal,61.07,479.59,3,Não,Sim,Não,Não,Sim
C1668,75,Feminino,50,DSL,Mensal,40.97,1955.84,4,Não,Sim,Não,Não,Não
C1669,36,Feminino,67,Fibra,Anual,117.66,7301.95,1,Não,Sim,Sim,Não,Sim
C1670,75,Feminino,44,DSL,Mensal,84.56,3958.14,4,Não,Não,Não,Sim,Não
C1671,49,Masculino,58,Fibra,Mensal,113.45,7233.04,2,Não,Sim,Sim,,Não
C1672,18,Masculino,3,Não tem,Anual,50.34,145.87,4,Não,Não,Sim,Não,Não
C1673,73,Masculino,70,DSL,Mensal,98.19,6710.57,1,Não,Sim,Sim,Sim,Não
C1674,22,Masculino,2,Fibra,Anual,96.59,197.74,3,Sim,Sim,Sim,Não,Não
C1675,62,Feminino,44,DSL,Mensal,89.17,4094.89,1,Sim,Sim,Não,Sim,Sim
C1676,21,Feminino,2,DSL,Mensal,116.56,228.09,3,Não,Sim,Não,Sim,Não
C1677,33,Feminino,35,Fibra,Mensal,59.36,2245.86,3,Não,Sim,Não,Sim,Não
C1678,41,Masculino,30,DSL,Anual,33.07,1004.01,4,Sim,Sim,Não,Não,Não
C1679,33,Feminino,8,Fibra,Mensal,87.17,690.44,4,Não,Sim,Sim,Sim,Não
C1680,72,Masculino,22,DSL,Mensal,92.93,2104.43,4,Sim,Sim,Não,Não,Sim
C1681,19,Feminino,44,Não tem,Bianual,77.51,3719.29,2,Não,Sim,Não,Não,Sim
C1682,66,Masculino,58,Não tem,Mensal,40.68,2498.44,4,Não,Não,Não,Sim,Sim
C1683,45,Masculino,36,DSL,Mensal,70.45,2302.88,2,Não,Sim,Não,Não,Não
C1684,49,Feminino,69,DSL,Mensal,51.22,3415.65,4,Não,Sim,Não,Não,Não
C1685,44,Feminino,31,Fibra,Mensal,62.75,1933.79,3,Sim,Sim,Não,Não,Não
C1686,37,Feminino,47,DSL,Anual,84.52,3825.08,2,Não,Sim,Não,Não,Não
C1687,41,Feminino,55,Fibra,Mensal,94.52,5406.74,1,Sim,Não,Sim,Sim,Não
C1688,29,Masculino,62,Fibra,Mensal,43.22,2854.5,2,Não,Sim,Sim,Sim,Não
C1689,67,Feminino,30,Fibra,Mensal,60.53,1899.92,2,Sim,Sim,Não,Não,Sim
C1690,52,Feminino,55,Fibra,Anual,46.92,2833.15,1,Não,Não,Não,Sim,Sim
C1691,77,Feminino,16,DSL,Mensal,39.86,608.75,2,Não,Sim,Não,Não,Não
C1692,50,Masculino,12,Fibra,Mensal,98.34,1268.58,3,Não,Sim,,Não,Não
C1693,50,Masculino,17,DSL,Mensal,110.93,1986.37,4,Não,Não,Sim,Sim,Não
C1694,78,Feminino,16,Fibra,Mensal,57.02,887.17,1,Não,Sim,Sim,Não,Não
C1695,68,Masculino,12,Fibra,Mensal,95.13,1195.01,4,Sim,Sim,Não,Sim,Não
C1696,60,Feminino,8,DSL,Mensal,109.7,808.11,3,Sim,Sim,Não,Sim,Sim
C1697,54,Masculino,3,Fibra,Anual,104.61,331.99,1,Não,Sim,,Sim,Sim
C1698,29,Masculino,16,Fibra,Mensal,38.28,616.44,4,Sim,Sim,,Não,Não
C1699,20,Masculino,30,DSL,Bianual,115.63,3324.8,4,Sim,Não,,Sim,Não
C1700,18,Masculino,23,Fibra,Bianual,57.67,1367.73,3,Não,Sim,Não,Não,Sim
C1701,50,Feminino,5,Não tem,Mensal,53.92,277.24,4,Não,Não,Não,Não,Sim
C1702,57,Feminino,65,Fibra,Mensal,26.24,1606.5,3,Não,Não,Sim,Não,Sim
C1703,27,Feminino,30,Fibra,Mensal,68.62,1865.26,2,Não,Sim,Não,Não,Não
C1704,60,Masculino,21,DSL,Anual,30.9,640.29,3,Não,Sim,Não,Não,Não
C1705,61,Feminino,70,Fibra,Mensal,44.85,3183.15,2,Sim,Sim,Não,Sim,Sim
C1706,46,Feminino,22,Fibra,Mensal,51.69,1222.83,1,Não,Não,Sim,Não,Sim
C1707,30,Feminino,32,Fibra,Mensal,100.88,3504.63,4,Não,Não,Não,Não,Sim
C1708,29,Masculino,33,Fibra,Anual,107.55,3569.6,3,Não,Sim,Sim,Não,Não
C1709,48,Masculino,16,Não tem,Anual,50.25,844.81,3,Sim,Sim,Sim,Não,Sim
C1710,63,Masculino,38,Fibra,Mensal,105.87,3974.22,4,Não,Sim,Não,Não,Não
C1711,19,Feminino,14,DSL,Anual,105.72,1552.92,4,Sim,Não,Sim,Não,Sim
C1712,78,Feminino,36,Não tem,Mensal,96.47,3267.88,1,Sim,Sim,Não,Não,Sim
C1713,68,Feminino,23,Fibra,Mensal,34.67,776.85,1,Sim,Sim,Sim,Não,Não
C1714,67,Masculino,66,Não tem,Anual,89.03,6033.72,3,Não,Não,Não,Não,Não
C1715,52,Masculino,2,Fibra,Mensal,114.5,206.93,1,Não,Sim,Sim,Sim,Sim
C1716,40,Feminino,65,Não tem,Mensal,88.25,5991.47,2,Não,Sim,Sim,Não,Não
C1717,34,Masculino,67,Fibra,Mensal,53.16,3800.74,1,Não,Sim,Sim,Não,Não
C1718,43,Masculino,52,DSL,Anual,70.06,3569.63,1,Não,Sim,Não,Não,Não
C1719,25,Masculino,62,Fibra,Anual,84.57,5188.75,3,Sim,Sim,Não,Não,Não
C1720,46,Masculino,23,Fibra,Anual,71.06,1749.21,2,Sim,Não,Sim,Não,Não
C1721,43,Feminino,26,DSL,Anual,32.0,877.87,1,Não,Sim,Não,Sim,Não
C1722,27,Masculino,68,DSL,Mensal,51.21,3334.74,2,Não,Sim,,Não,Sim
C1723,43,Masculino,55,Fibra,Mensal,100.24,5319.11,2,Não,Sim,Não,Não,Não
C1724,79,Masculino,6,Fibra,Mensal,106.14,659.62,2,Sim,Sim,Sim,Sim,Não
C1725,51,Masculino,35,DSL,Mensal,33.73,1195.47,4,Sim,Sim,Não,Não,Sim
C1726,68,Feminino,22,DSL,Mensal,115.24,2364.01,4,Sim,Não,Sim,Não,Sim
C1727,58,Feminino,43,Não tem,Bianual,52.88,2187.4,4,Não,Não,Sim,,Sim
C1728,24,Masculino,15,DSL,Mensal,86.23,1396.92,4,Não,Sim,Não,Sim,Não
C1729,21,Masculino,60,Não tem,Mensal,95.18,5925.73,3,Não,Sim,Não,Não,Não
C1730,75,Masculino,12,DSL,Mensal,101.19,1332.3,1,Não,Sim,Sim,Não,Não
C1731,70,Masculino,49,Fibra,Mensal,114.57,5913.73,4,Não,Não,Sim,Não,Sim
C1732,67,Masculino,42,Fibra,Bianual,51.29,2344.6,3,Não,Sim,Não,Sim,Não
C1733,62,Masculino,38,DSL,Mensal,105.85,3793.99,1,Sim,Não,Não,Não,Não
C1734,28,Feminino,45,DSL,Mensal,33.17,1573.7,4,Não,Sim,Sim,,Não
C1735,46,Masculino,35,Fibra,Anual,90.5,2863.56,1,Não,Não,Não,Não,Não
C1736,73,Feminino,30,Fibra,Mensal,94.2,2922.51,4,Sim,Não,Sim,Não,Não
C1737,53,Feminino,30,Não tem,Mensal,87.77,2616.92,3,Não,Não,Sim,Sim,Não
C1738,42,Masculino,6,DSL,Mensal,45.23,263.06,2,Não,Sim,Não,Não,Não
C1739,38,Feminino,67,Fibra,Mensal,107.3,7710.17,2,Não,Sim,Sim,Não,Não
C1740,78,Feminino,7,Fibra,Bianual,36.89,276.53,1,Não,Sim,Sim,Não,Não
C1741,74,Feminino,52,Fibra,Anual,25.36,1192.73,3,Não,Não,Não,Não,Não
C1742,53,Feminino,14,Fibra,Mensal,91.75,1312.63,2,Não,Sim,Não,Não,Sim
C1743,27,Feminino,15,Fibra,Anual,67.55,986.47,4,Sim,Não,Sim,Sim,Sim
C1744,54,Feminino,21,Fibra,Mensal,104.91,2165.95,2,Sim,Não,Não,,Sim
C1745,26,Masculino,35,DSL,Mensal,58.34,2177.5,1,Sim,Sim,Não,Sim,Não
C1746,41,Feminino,66,Fibra,Mensal,36.83,2338.33,1,Sim,Não,,Sim,Não
C1747,52,Feminino,2,Não tem,Mensal,103.64,225.65,3,Não,Sim,Não,Não,Sim
C1748,66,Feminino,35,Não tem,Mensal,74.89,2453.2,1,Não,Sim,Sim,Não,Sim
C1749,52,Masculino,20,Fibra,Anual,38.92,803.73,2,Sim,Sim,Não,Não,Não
C1750,65,Feminino,10,DSL,Bianual,92.04,952.08,2,Não,Sim,Não,Não,Não
C1751,53,Masculino,25,Fibra,Mensal,71.11,1689.64,2,Sim,Não,Não,Não,Não
C1752,35,Feminino,66,Não tem,Mensal,80.43,5122.32,2,Não,Sim,Sim,Não,Não
C1753,66,Masculino,25,Fibra,Mensal,66.09,1762.88,3,Sim,Sim,Não,Não,Não
C1754,56,Masculino,54,DSL,Mensal,102.87,5845.84,4,Não,Sim,Não,Sim,Não
C1755,49,Feminino,33,DSL,Mensal,102.96,3281.54,4,Sim,Não,Sim,Não,Não
C1756,41,Feminino,36,Fibra,Mensal,90.94,3296.07,3,Não,Sim,Sim,Não,Sim
C1757,40,Masculino,14,Fibra,Anual,30.54,390.08,1,Não,Não,Sim,Não,Não
C1758,79,Feminino,65,DSL,Mensal,103.89,6359.49,4,Não,Sim,Não,Sim,Não
C1759,49,Masculino,54,DSL,Mensal,87.1,4690.06,1,Sim,Sim,Não,Sim,Não
C1760,54,Masculino,52,Fibra,Mensal,89.7,4278.16,4,Sim,Sim,Sim,,Não
C1761,29,Masculino,3,DSL,Mensal,56.3,180.5,1,Sim,Sim,Não,Sim,Não
C1762,66,Masculino,41,Fibra,Mensal,107.93,4618.07,3,Não,Não,Não,Não,Sim
C1763,72,Masculino,6,DSL,Anual,92.54,604.5,2,Sim,Sim,Não,Sim,Não
C1764,30,Feminino,25,Fibra,Mensal,31.26,811.74,1,Não,Não,Sim,Sim,Sim
C1765,40,Masculino,13,Não tem,Anual,60.78,859.74,2,Não,Sim,Não,Sim,Sim
C1766,42,Masculino,8,Fibra,Mensal,108.64,878.6,1,Não,Sim,Sim,Sim,Sim
C1767,52,Feminino,21,Fibra,Mensal,24.72,529.53,1,Não,Não,Sim,Sim,Não
C1768,58,Masculino,68,Fibra,Mensal,116.14,8650.9,1,Sim,Não,Não,Não,Não
C1769,47,Feminino,25,Fibra,Anual,87.92,2260.48,1,Sim,Sim,Sim,Não,Não
C1770,34,Feminino,68,DSL,Mensal,83.14,5122.98,1,Não,Sim,Sim,Sim,Não
C1771,66,Feminino,45,Fibra,Anual,47.06,2212.49,2,Não,Sim,Sim,Não,Não
C1772,79,Masculino,60,Não tem,Mensal,44.88,2911.17,1,Sim,Sim,Sim,Não,Não
C1773,37,Masculino,12,Fibra,Anual,114.21,1451.54,2,Sim,Não,Sim,Sim,Não
C1774,65,Masculino,32,Fibra,Mensal,49.83,1621.3,3,Não,Não,Não,Não,Não
C1775,42,Feminino,13,Fibra,Anual,97.55,1311.6,4,Sim,Sim,,Não,Não
C1776,39,Masculino,31,Fibra,Mensal,59.31,2018.86,1,Não,Não,Sim,Não,Não
C1777,30,Feminino,20,Fibra,Bianual,33.93,623.04,4,Não,Sim,Sim,Não,Não
C1778,76,Masculino,18,Fibra,Mensal,21.07,391.95,2,Sim,Sim,Não,Sim,Não
C1779,36,Feminino,60,Fibra,Mensal,74.43,4272.34,3,Sim,Sim,Não,,Sim
C1780,66,Masculino,63,Fibra,Mensal,117.58,7615.09,3,Sim,Sim,Sim,Não,Sim
C1781,53,Masculino,6,DSL,Anual,56.91,348.81,3,Não,Sim,Não,Não,Não
C1782,29,Masculino,32,DSL,Mensal,55.72,1659.46,4,Não,Sim,Sim,Sim,Não
C1783,78,Feminino,43,Fibra,Anual,54.41,2202.41,2,Não,Sim,Sim,Não,Sim
C1784,58,Feminino,2,Fibra,Mensal,72.05,147.61,1,Não,Sim,Sim,,Não
C1785,36,Masculino,60,Não tem,Mensal,64.07,3558.37,1,Não,Não,Sim,Não,Sim
C1786,29,Masculino,23,DSL,Mensal,107.99,2367.12,2,Sim,Sim,Sim,Sim,Não
C1787,26,Feminino,31,DSL,Bianual,70.55,2333.69,4,Sim,Sim,Não,Não,Não
C1788,24,Feminino,5,Fibra,Anual,70.78,341.66,1,Não,Não,,Não,Não
C1789,45,Feminino,34,DSL,Bianual,33.84,1147.81,2,Sim,Não,Não,Não,Sim
C1790,31,Masculino,10,DSL,Mensal,118.27,1287.05,1,Sim,Não,Sim,Não,Sim
C1791,48,Feminino,2,DSL,Anual,45.0,85.09,3,Não,Sim,Sim,Não,Não
C1792,69,Masculino,11,Não tem,Anual,27.34,294.1,1,Não,Sim,Não,Não,Sim
C1793,36,Feminino,50,Fibra,Mensal,86.31,4407.38,4,Não,Sim,Não,Não,Não
C1794,75,Masculino,31,Fibra,Anual,79.54,2591.66,2,Não,Sim,Sim,Não,Não
C1795,64,Feminino,56,DSL,Bianual,61.51,3721.26,4,Sim,Não,Não,Não,Sim
C1796,33,Feminino,9,Não tem,Anual,62.22,606.51,2,Não,Sim,Sim,Sim,Sim
C1797,70,Feminino,21,Fibra,Anual,98.51,2183.17,3,Sim,Sim,Sim,Não,Não
C1798,22,Feminino,28,Fibra,Mensal,39.57,1047.76,2,Não,Sim,Sim,Não,Sim
C1799,52,Feminino,62,Fibra,Mensal,102.03,5724.66,1,Não,Sim,Sim,Não,Sim
C1800,29,Masculino,7,Fibra,Bianual,84.87,580.28,1,Sim,Não,Sim,Não,Não
C1801,42,Feminino,16,DSL,Mensal,61.9,919.4,3,Não,Sim,Sim,Não,Não
C1802,69,Feminino,4,DSL,Anual,65.8,274.27,2,Sim,Sim,Não,Não,Não
C1803,76,Feminino,4,Fibra,Anual,45.66,188.53,3,Não,Sim,Sim,Sim,Sim
C1804,38,Masculino,40,Fibra,Anual,95.21,3461.05,1,Não,Sim,Não,Não,Não
C1805,53,Feminino,17,Fibra,Bianual,71.29,1293.52,4,Não,Sim,Sim,Sim,Não
C1806,70,Masculino,52,Fibra,Mensal,52.09,2572.57,3,Não,Sim,Não,Sim,Não
C1807,40,Feminino,52,DSL,Mensal,79.61,4083.61,4,Sim,Sim,Não,Não,Não
C1808,33,Feminino,36,Não tem,Mensal,119.57,4449.09,4,Não,Não,Sim,Não,Não
C1809,74,Masculino,38,Não tem,Mensal,63.53,2380.06,2,Não,Não,Sim,Não,Não
C1810,56,Feminino,50,Fibra,Mensal,112.07,5537.7,3,Sim,Não,Não,Sim,Sim
C1811,62,Masculino,63,Não tem,Mensal,54.5,3135.22,4,Não,Não,Não,Sim,Não
C1812,70,Masculino,63,DSL,Anual,25.47,1572.98,4,Não,Sim,,Não,Não
C1813,59,Feminino,62,DSL,Bianual,40.42,2638.78,2,Sim,Sim,Sim,Não,Não
C1814,75,Masculino,7,Fibra,Mensal,61.87,469.05,2,Não,Sim,Não,Sim,Sim
C1815,56,Feminino,27,Fibra,Mensal,41.96,1113.32,1,Sim,Não,Sim,,Sim
C1816,31,Feminino,14,Fibra,Bianual,20.02,276.0,4,Não,Não,Não,Não,Não
C1817,48,Masculino,71,Fibra,Mensal,111.5,8237.32,1,Sim,Não,Sim,Não,Não
C1818,75,Masculino,5,Fibra,Mensal,104.39,568.17,4,Não,Sim,Sim,Não,Não
C1819,22,Masculino,55,Fibra,Mensal,94.23,4941.2,1,Não,Não,Não,Sim,Sim
C1820,52,Masculino,2,Fibra,Mensal,36.78,72.68,2,Não,Sim,Não,Não,Sim
C1821,40,Feminino,62,DSL,Mensal,32.04,2104.07,3,Não,Sim,Sim,Não,Não
C1822,46,Feminino,21,Fibra,Bianual,26.76,574.29,2,Não,Sim,Não,Sim,Não
C1823,60,Masculino,21,Fibra,Mensal,92.4,1789.28,1,Não,Sim,Não,Não,Não
C1824,28,Feminino,10,Não tem,Mensal,112.88,1157.64,1,Sim,Sim,Não,Não,Não
C1825,35,Feminino,58,Não tem,Mensal,63.05,3427.79,3,Não,Sim,Sim,Não,Não
C1826,64,Feminino,39,DSL,Mensal,31.91,1247.03,4,Não,Sim,Não,Sim,Não
C1827,29,Feminino,5,Não tem,Anual,71.24,358.27,1,Não,Sim,Não,Sim,Não
C1828,26,Masculino,65,DSL,Anual,54.88,3835.6,1,Não,Não,Não,Sim,Não
C1829,27,Masculino,13,Não tem,Anual,57.48,741.63,1,Não,Sim,Não,Não,Não
C1830,75,Feminino,53,Fibra,Mensal,82.13,4160.88,3,Não,Sim,Sim,Não,Sim
C1831,61,Masculino,45,Fibra,Bianual,91.87,3911.7,2,Não,Não,Não,Sim,Não
